Date,Type,Price
10-03-2020,Valley,43.96200180053711
11-03-2020,Peak,42.28200149536133
19-03-2020,Valley,24.979999542236328
26-03-2020,Peak,35.21066665649414
30-03-2020,Valley,34.017333984375
31-03-2020,Peak,34.93333435058594
03-04-2020,Valley,33.96666717529297
20-04-2020,Peak,49.75733184814453
22-04-2020,Valley,46.93199920654297
23-04-2020,Peak,47.04199981689453
24-04-2020,Valley,47.387332916259766
30-04-2020,Peak,52.12533187866211
04-05-2020,Valley,46.73333358764648
11-05-2020,Peak,54.08599853515625
14-05-2020,Valley,52.0
22-05-2020,Peak,54.45866775512695
26-05-2020,Valley,55.633331298828125
27-05-2020,Peak,54.68199920654297
28-05-2020,Valley,54.23400115966797
02-06-2020,Peak,58.77066802978516
04-06-2020,Valley,59.32533264160156
11-06-2020,Peak,64.85600280761719
12-06-2020,Valley,65.33333587646484
19-06-2020,Peak,66.72666931152344
22-06-2020,Valley,66.663330078125
23-06-2020,Peak,66.78533172607422
26-06-2020,Valley,66.31866455078125
07-07-2020,Peak,92.65733337402344
08-07-2020,Valley,93.66666412353516
13-07-2020,Peak,99.8040008544922
14-07-2020,Valley,103.73332977294922
15-07-2020,Peak,103.06732940673828
17-07-2020,Valley,100.89666748046876
21-07-2020,Peak,104.55733489990234
24-07-2020,Valley,94.40066528320312
28-07-2020,Peak,98.43267059326172
29-07-2020,Valley,100.06666564941406
30-07-2020,Peak,99.16600036621094
03-08-2020,Valley,96.61333465576172
06-08-2020,Peak,99.30533599853516
11-08-2020,Valley,93.06666564941406
24-08-2020,Peak,134.27999877929688
25-08-2020,Valley,131.65933227539062
01-09-2020,Peak,158.35000610351562
09-09-2020,Valley,118.86666870117188
16-09-2020,Peak,147.25332641601562
17-09-2020,Valley,138.53334045410156
21-09-2020,Peak,149.79666137695312
24-09-2020,Valley,121.26667022705078
01-10-2020,Peak,149.3866729736328
07-10-2020,Valley,139.9566650390625
15-10-2020,Peak,149.6266632080078
21-10-2020,Valley,140.89999389648438
22-10-2020,Peak,141.92999267578125
26-10-2020,Valley,137.2100067138672
27-10-2020,Peak,141.55999755859375
02-11-2020,Valley,131.3333282470703
06-11-2020,Peak,143.31666564941406
11-11-2020,Valley,138.81666564941406
12-11-2020,Peak,137.25332641601562
16-11-2020,Valley,136.30999755859375
27-11-2020,Peak,195.2533264160156
01-12-2020,Valley,199.19667053222656
08-12-2020,Peak,216.6266632080078
10-12-2020,Valley,191.4566650390625
15-12-2020,Peak,211.0833282470703
16-12-2020,Valley,209.41000366210935
18-12-2020,Peak,231.6666717529297
23-12-2020,Valley,210.73333740234372
08-01-2021,Peak,293.3399963378906
12-01-2021,Valley,277.0
13-01-2021,Peak,284.8033447265625
19-01-2021,Valley,279.26666259765625
21-01-2021,Peak,281.663330078125
22-01-2021,Valley,278.10333251953125
26-01-2021,Peak,294.36334228515625
29-01-2021,Valley,276.6666564941406
03-02-2021,Peak,284.89666748046875
05-02-2021,Valley,281.6666564941406
08-02-2021,Peak,287.8066711425781
11-02-2021,Valley,270.8133239746094
12-02-2021,Peak,272.0400085449219
23-02-2021,Valley,220.7100067138672
24-02-2021,Peak,247.33999633789065
26-02-2021,Valley,233.3333282470703
02-03-2021,Peak,228.81333923339844
08-03-2021,Valley,200.18333435058597
15-03-2021,Peak,235.97999572753903
19-03-2021,Valley,215.5333404541016
23-03-2021,Peak,220.72000122070312
29-03-2021,Valley,205.2133331298828
06-04-2021,Peak,230.5399932861328
08-04-2021,Valley,225.7933349609375
14-04-2021,Peak,244.07666015625
15-04-2021,Valley,247.6999969482422
16-04-2021,Peak,246.5933380126953
20-04-2021,Valley,239.13999938964844
22-04-2021,Peak,239.89666748046875
23-04-2021,Valley,239.93333435058597
26-04-2021,Peak,246.0666656494141
29-04-2021,Valley,233.1699981689453
03-05-2021,Peak,228.3000030517578
06-05-2021,Valley,226.9199981689453
07-05-2021,Peak,224.1233367919922
14-05-2021,Valley,194.47000122070312
17-05-2021,Peak,192.27667236328125
19-05-2021,Valley,184.18333435058597
28-05-2021,Peak,208.4066619873047
04-06-2021,Valley,193.23666381835935
08-06-2021,Peak,201.19667053222656
09-06-2021,Valley,200.72332763671875
14-06-2021,Peak,205.89666748046875
16-06-2021,Valley,199.17999267578125
29-06-2021,Peak,226.9199981689453
08-07-2021,Valley,209.4566650390625
13-07-2021,Peak,222.8466644287109
19-07-2021,Valley,209.9633331298828
21-07-2021,Peak,218.42999267578125
23-07-2021,Valley,215.45333862304688
27-07-2021,Peak,214.9266662597656
28-07-2021,Valley,215.6666717529297
05-08-2021,Peak,238.2100067138672
09-08-2021,Valley,236.72332763671875
10-08-2021,Peak,236.663330078125
11-08-2021,Valley,237.57000732421875
13-08-2021,Peak,239.05667114257807
17-08-2021,Valley,224.22000122070312
19-08-2021,Peak,224.4900054931641
20-08-2021,Valley,227.61666870117188
25-08-2021,Peak,237.0666656494141
26-08-2021,Valley,236.10333251953125
01-09-2021,Peak,244.69667053222656
03-09-2021,Valley,244.0833282470703
09-09-2021,Peak,251.6199951171875
13-09-2021,Valley,246.73666381835935
17-09-2021,Peak,253.163330078125
21-09-2021,Valley,244.92999267578125
28-09-2021,Peak,259.1866760253906
01-10-2021,Valley,259.4666748046875
08-10-2021,Peak,261.8299865722656
11-10-2021,Valley,262.54998779296875
19-10-2021,Peak,288.0899963378906
20-10-2021,Valley,288.45001220703125
05-11-2021,Peak,407.36334228515625
10-11-2021,Valley,336.8033447265625
11-11-2021,Peak,354.5033264160156
15-11-2021,Valley,339.2099914550781
22-11-2021,Peak,385.6233215332031
26-11-2021,Valley,366.489990234375
30-11-2021,Peak,381.586669921875
06-12-2021,Valley,333.836669921875
08-12-2021,Peak,356.32000732421875
14-12-2021,Valley,315.0
15-12-2021,Peak,325.3299865722656
20-12-2021,Valley,303.5666809082031
28-12-2021,Peak,362.8233337402344
31-12-2021,Valley,357.8133239746094
04-01-2022,Peak,383.1966552734375
10-01-2022,Valley,333.3333435058594
12-01-2022,Peak,368.739990234375
25-01-2022,Valley,304.7333374023437
26-01-2022,Peak,312.4700012207031
28-01-2022,Valley,277.1866760253906
01-02-2022,Peak,310.4166564941406
03-02-2022,Valley,294.0
07-02-2022,Peak,302.4466552734375
08-02-2022,Valley,301.84332275390625
09-02-2022,Peak,310.6666564941406
14-02-2022,Valley,287.19000244140625
16-02-2022,Peak,307.7966613769531
24-02-2022,Valley,233.4633331298828
02-03-2022,Peak,293.2966613769531
08-03-2022,Valley,265.1766662597656
10-03-2022,Peak,279.4333190917969
14-03-2022,Valley,260.2033386230469
30-03-2022,Peak,364.663330078125
01-04-2022,Valley,360.3833312988281
05-04-2022,Peak,363.7533264160156
12-04-2022,Valley,332.5466613769531
13-04-2022,Peak,340.7900085449219
18-04-2022,Valley,329.6766662597656
19-04-2022,Peak,342.7166748046875
21-04-2022,Valley,358.24334716796875
22-04-2022,Peak,335.01666259765625
27-04-2022,Valley,299.52667236328125
28-04-2022,Peak,292.5033264160156
29-04-2022,Valley,300.75
04-05-2022,Peak,317.5400085449219
12-05-2022,Valley,233.6666717529297
13-05-2022,Peak,256.5299987792969
25-05-2022,Valley,207.9499969482422
31-05-2022,Peak,252.7533264160156
01-06-2022,Valley,251.72000122070312
02-06-2022,Peak,258.3333435058594
06-06-2022,Valley,244.35333251953125
09-06-2022,Peak,239.7066650390625
14-06-2022,Valley,218.2866668701172
15-06-2022,Peak,233.0
17-06-2022,Valley,213.43333435058597
22-06-2022,Peak,236.086669921875
23-06-2022,Valley,237.9066619873047
27-06-2022,Peak,244.9199981689453
01-07-2022,Valley,227.0
08-07-2022,Peak,250.76333618164065
12-07-2022,Valley,236.8466644287109
22-07-2022,Peak,272.24334716796875
26-07-2022,Valley,266.5133361816406
04-08-2022,Peak,308.6333312988281
09-08-2022,Valley,290.2933349609375
16-08-2022,Peak,306.5633239746094
23-08-2022,Valley,291.4533386230469
24-08-2022,Peak,297.0966796875
06-09-2022,Valley,272.67999267578125
12-09-2022,Peak,304.4200134277344
14-09-2022,Valley,292.239990234375
20-09-2022,Peak,308.7300109863281
26-09-2022,Valley,271.8299865722656
28-09-2022,Peak,287.8099975585937
12-10-2022,Valley,215.3300018310547
13-10-2022,Peak,221.72000122070312
17-10-2022,Valley,210.0399932861328
19-10-2022,Peak,222.0399932861328
21-10-2022,Valley,206.4199981689453
31-10-2022,Peak,227.5399932861328
10-11-2022,Valley,189.8999938964844
14-11-2022,Peak,190.9499969482422
22-11-2022,Valley,168.6300048828125
25-11-2022,Peak,182.8600006103516
29-11-2022,Valley,184.9900054931641
02-12-2022,Peak,194.8600006103516
08-12-2022,Valley,172.1999969482422
09-12-2022,Peak,179.0500030517578
28-12-2022,Valley,110.3499984741211
30-12-2022,Peak,123.18000030517578
04-01-2023,Valley,109.11000061035156
05-01-2023,Peak,110.33999633789062
06-01-2023,Valley,103.0
12-01-2023,Peak,123.55999755859376
13-01-2023,Valley,116.5500030517578
18-01-2023,Peak,128.77999877929688
19-01-2023,Valley,127.26000213623048
30-01-2023,Peak,166.66000366210938
31-01-2023,Valley,164.57000732421875
09-02-2023,Peak,207.32000732421875
13-02-2023,Valley,194.4199981689453
15-02-2023,Peak,214.2400054931641
22-02-2023,Valley,197.92999267578125
23-02-2023,Peak,202.07000732421875
24-02-2023,Valley,196.3300018310547
28-02-2023,Peak,205.7100067138672
03-03-2023,Valley,194.8000030517578
06-03-2023,Peak,193.80999755859372
10-03-2023,Valley,175.1300048828125
16-03-2023,Peak,184.1300048828125
20-03-2023,Valley,178.0800018310547
22-03-2023,Peak,191.1499938964844
28-03-2023,Valley,192.0
31-03-2023,Peak,207.4600067138672
10-04-2023,Valley,179.94000244140625
11-04-2023,Peak,186.7899932861328
13-04-2023,Valley,182.9600067138672
17-04-2023,Peak,187.0399932861328
27-04-2023,Valley,152.63999938964844
01-05-2023,Peak,161.8300018310547
03-05-2023,Valley,160.00999450683594
08-05-2023,Peak,171.7899932861328
10-05-2023,Valley,172.5500030517578
11-05-2023,Peak,172.0800018310547
16-05-2023,Valley,165.64999389648438
23-05-2023,Peak,185.7700042724609
25-05-2023,Valley,186.5399932861328
14-06-2023,Peak,256.7900085449219
15-06-2023,Valley,248.3999938964844
20-06-2023,Peak,274.45001220703125
27-06-2023,Valley,243.2400054931641
05-07-2023,Peak,282.4800109863281
11-07-2023,Valley,268.6499938964844
19-07-2023,Peak,291.260009765625
21-07-2023,Valley,268.0
25-07-2023,Peak,265.2799987792969
27-07-2023,Valley,268.3099975585937
31-07-2023,Peak,267.42999267578125
10-08-2023,Valley,245.3999938964844
11-08-2023,Peak,242.6499938964844
